Hyperparameters,Results,Classes in task
"{'Name Experiment': 'Learning LWF with ECHO Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15522d6c3010>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1551cb439fd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.1802863, 'precision': 0.03766666666666667, 'recall': 0.2, 'f1_score': 0.06339410939691445, 'confusion_matrix': array([[113,   0,   0,   0,   0],
       [133,   0,   0,   0,   0],
       [127,   0,   0,   0,   0],
       [101,   0,   0,   0,   0],
       [126,   0,   0,   0,   0]]), 'forgetting_measure': [0.19606987, 0.24149899, -0.3183898]}","{""Task 0 has these classes:"": [""marvel"", ""seven"", ""nine"", ""happy"", ""two""], ""Task 1 has these classes:"": [""marvel"", ""cat"", ""sheila"", ""dog"", ""happy""], ""Task 2 has these classes:"": [""marvel"", ""seven"", ""nine"", ""happy"", ""two""]}"
"{'Name Experiment': 'Learning LWF with GRU Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155252b96e90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15524b8f6210>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.36260536, 'precision': 0.3475605272136447, 'recall': 0.3172044837389325, 'f1_score': 0.26923140297322357, 'confusion_matrix': array([[198,  18,  47,   0,   0],
       [ 66,  78,  36,   0,   0],
       [ 84,  23,  70,   0,   1],
       [ 82,  17,  28,   0,   0],
       [119,  11,  21,   0,   1]]), 'forgetting_measure': [0.30423182, -0.036164988, -0.4857197]}","{""Task 0 has these classes:"": [""no"", ""marvel"", ""bird"", ""on"", ""happy""], ""Task 1 has these classes:"": [""no"", ""zero"", ""up"", ""bed"", ""one""], ""Task 2 has these classes:"": [""no"", ""marvel"", ""bird"", ""on"", ""happy""]}"
"{'Name Experiment': 'Learning LWF with GRU Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155252b96e90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15524b8f6210>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.24454285, 'precision': 0.1399110149110149, 'recall': 0.20741318020235164, 'f1_score': 0.1486528859038163, 'confusion_matrix': array([[118,  13,  28,   0,   0],
       [ 99,  20,  18,   0,   1],
       [ 72,  13,  15,   0,   0],
       [ 66,  14,  12,   0,   0],
       [ 77,  17,  17,   0,   0]]), 'forgetting_measure': [0.21685608, 0.091966555, -0.62437534]}","{""Task 0 has these classes:"": [""no"", ""marvel"", ""bird"", ""on"", ""happy""], ""Task 1 has these classes:"": [""no"", ""zero"", ""up"", ""bed"", ""one""], ""Task 2 has these classes:"": [""no"", ""marvel"", ""bird"", ""on"", ""happy""]}"
"{'Name Experiment': 'Learning MAS with Dense Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15522c8d1750>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15522c329c90>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.3580778, 'precision': 0.37721960324376286, 'recall': 0.3313956203826928, 'f1_score': 0.3192090930439734, 'confusion_matrix': array([[ 41,  15,  33,  76,   0],
       [  7,  74,  16,  94,   2],
       [ 16,  16,  55,  80,   5],
       [ 15,  36,  25, 163,   6],
       [  9,  22,  32,  57,   5]]), 'forgetting_measure': [0.33051226, 0.18128978, -0.74847835]}","{""Task 0 has these classes:"": [""stop"", ""left"", ""off"", ""nine"", ""tree""], ""Task 1 has these classes:"": [""stop"", ""down"", ""dog"", ""bird"", ""six""], ""Task 2 has these classes:"": [""stop"", ""left"", ""off"", ""nine"", ""tree""]}"
"{'Name Experiment': 'Learning MAS with Dense Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15522c8d1750>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15522c329c90>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.22039393, 'precision': 0.20641913723934852, 'recall': 0.20226912651211718, 'f1_score': 0.1775419164353639, 'confusion_matrix': array([[ 4, 30, 25, 41,  0],
       [15, 32, 30, 48,  1],
       [12, 34, 26, 35,  0],
       [18, 36, 34, 78,  2],
       [ 8, 25, 27, 38,  1]]), 'forgetting_measure': [0.28546378, 0.4348898, -0.32904503]}","{""Task 0 has these classes:"": [""stop"", ""left"", ""off"", ""nine"", ""tree""], ""Task 1 has these classes:"": [""stop"", ""down"", ""dog"", ""bird"", ""six""], ""Task 2 has these classes:"": [""stop"", ""left"", ""off"", ""nine"", ""tree""]}"
"{'Name Experiment': 'Learning LWF with ECHO Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15523d8baad0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15523d8c9f50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.1734595, 'precision': 0.03133333333333334, 'recall': 0.2, 'f1_score': 0.05417867435158501, 'confusion_matrix': array([[141,   0,   0,   0,   0],
       [216,   0,   0,   0,   0],
       [155,   0,   0,   0,   0],
       [151,   0,   0,   0,   0],
       [237,   0,   0,   0,   0]]), 'forgetting_measure': [0.13896985, -0.7445429, 0.42678395]}","{""Task 0 has these classes:"": [""four"", ""five"", ""stop"", ""cat"", ""off""], ""Task 1 has these classes:"": [""four"", ""sheila"", ""house"", ""up"", ""five""], ""Task 2 has these classes:"": [""four"", ""five"", ""stop"", ""cat"", ""off""]}"
"{'Name Experiment': 'Learning LWF with ECHO Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15523d8baad0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15523d8c9f50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.14536984, 'precision': 0.04133333333333333, 'recall': 0.2, 'f1_score': 0.06850828729281769, 'confusion_matrix': array([[124,   0,   0,   0,   0],
       [144,   0,   0,   0,   0],
       [ 84,   0,   0,   0,   0],
       [118,   0,   0,   0,   0],
       [130,   0,   0,   0,   0]]), 'forgetting_measure': [0.12736039, -0.42421672, 0.29785967]}","{""Task 0 has these classes:"": [""four"", ""five"", ""stop"", ""cat"", ""off""], ""Task 1 has these classes:"": [""four"", ""sheila"", ""house"", ""up"", ""five""], ""Task 2 has these classes:"": [""four"", ""five"", ""stop"", ""cat"", ""off""]}"
"{'Name Experiment': 'Learning LWF with DRNN Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552402b1c10>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15523ba57b50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.29179946, 'precision': 0.3411809790557135, 'recall': 0.28307146114365667, 'f1_score': 0.2458356755876586, 'confusion_matrix': array([[114,  92,   5,   1,   5],
       [ 64, 156,   4,   6,   9],
       [ 54,  76,   3,   4,   6],
       [ 38, 104,   0,   9,   5],
       [ 40,  73,   2,   7,  23]]), 'forgetting_measure': [0.3094545, 0.10473103, -0.042786814]}","{""Task 0 has these classes:"": [""house"", ""up"", ""stop"", ""right"", ""marvel""], ""Task 1 has these classes:"": [""house"", ""tree"", ""no"", ""bird"", ""seven""], ""Task 2 has these classes:"": [""house"", ""up"", ""stop"", ""right"", ""marvel""]}"
"{'Name Experiment': 'Learning LWF with DRNN Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552402b1c10>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15523ba57b50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.24465129, 'precision': 0.18523202287908175, 'recall': 0.2118207020246312, 'f1_score': 0.15995518763671862, 'confusion_matrix': array([[59, 80,  4,  5, 10],
       [41, 91,  3,  5,  5],
       [45, 58,  3,  6,  4],
       [28, 42,  0,  1,  1],
       [31, 69,  3,  4,  2]]), 'forgetting_measure': [0.21261162, -0.24550684, 0.031253308]}","{""Task 0 has these classes:"": [""house"", ""up"", ""stop"", ""right"", ""marvel""], ""Task 1 has these classes:"": [""house"", ""tree"", ""no"", ""bird"", ""seven""], ""Task 2 has these classes:"": [""house"", ""up"", ""stop"", ""right"", ""marvel""]}"
"{'Name Experiment': 'Learning MAS with LSTM Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155204671a90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155203bc1e10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.20669375, 'precision': 0.08259547951451462, 'recall': 0.17839112343966712, 'f1_score': 0.11051964512040557, 'confusion_matrix': array([[119,   0,  86,   1,   0],
       [ 94,   0,  42,   0,   0],
       [144,   0,  66,   0,   0],
       [101,   0,  64,   0,   0],
       [125,   0,  58,   0,   0]]), 'forgetting_measure': [0.21880956, 0.30252865, -0.6293349]}","{""Task 0 has these classes:"": [""three"", ""six"", ""up"", ""wow"", ""dog""], ""Task 1 has these classes:"": [""three"", ""marvel"", ""bird"", ""one"", ""two""], ""Task 2 has these classes:"": [""three"", ""six"", ""up"", ""wow"", ""dog""]}"
"{'Name Experiment': 'Learning MAS with LSTM Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155204671a90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155203bc1e10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.18011454, 'precision': 0.07374252319153762, 'recall': 0.19464285714285717, 'f1_score': 0.1054194724255824, 'confusion_matrix': array([[66,  0, 46,  0,  0],
       [97,  0, 40,  0,  0],
       [69,  0, 43,  0,  0],
       [78,  0, 54,  0,  0],
       [69,  0, 38,  0,  0]]), 'forgetting_measure': [0.18712582, -0.052221324, 0.20608523]}","{""Task 0 has these classes:"": [""three"", ""six"", ""up"", ""wow"", ""dog""], ""Task 1 has these classes:"": [""three"", ""marvel"", ""bird"", ""one"", ""two""], ""Task 2 has these classes:"": [""three"", ""six"", ""up"", ""wow"", ""dog""]}"
"{'Name Experiment': 'Learning LWF with DRNN Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15523c142cd0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155226133b10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.2845776, 'precision': 0.22828381955191715, 'recall': 0.21807148179328634, 'f1_score': 0.1577753354944219, 'confusion_matrix': array([[217,  39,   9,   1,   0],
       [136,  43,  16,   1,   0],
       [150,  34,   8,   0,   0],
       [111,  23,  12,   2,   0],
       [ 66,  27,   4,   1,   0]]), 'forgetting_measure': [0.23049481, -0.6130939, 0.32377207]}","{""Task 0 has these classes:"": [""three"", ""one"", ""left"", ""cat"", ""zero""], ""Task 1 has these classes:"": [""three"", ""up"", ""three"", ""go"", ""house""], ""Task 2 has these classes:"": [""three"", ""one"", ""left"", ""cat"", ""zero""]}"
"{'Name Experiment': 'Learning LWF with DRNN Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15523c142cd0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155226133b10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.29570585, 'precision': 0.16037296037296037, 'recall': 0.2135275819844768, 'f1_score': 0.15051096790991342, 'confusion_matrix': array([[114,  32,   5,   0,   0],
       [ 94,  28,   5,   0,   0],
       [ 98,  30,  13,   0,   0],
       [ 70,  24,   5,   0,   0],
       [ 42,  29,  11,   0,   0]]), 'forgetting_measure': [0.26561323, -0.49900383, 0.43904036]}","{""Task 0 has these classes:"": [""three"", ""one"", ""left"", ""cat"", ""zero""], ""Task 1 has these classes:"": [""three"", ""up"", ""three"", ""go"", ""house""], ""Task 2 has these classes:"": [""three"", ""one"", ""left"", ""cat"", ""zero""]}"
"{'Name Experiment': 'Learning MAS with Dense Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155222c2b010>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15523da6a290>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.31028023, 'precision': 0.061915367483296214, 'recall': 0.19857142857142857, 'f1_score': 0.09439728353140917, 'confusion_matrix': array([[  0,   0, 141,   0,   0],
       [  0,   0, 155,   0,   0],
       [  0,   0, 278,   2,   0],
       [  0,   0, 170,   0,   0],
       [  0,   0, 154,   0,   0]]), 'forgetting_measure': [0.28349966, -0.1572079, 0.026808714]}","{""Task 0 has these classes:"": [""on"", ""one"", ""tree"", ""dog"", ""six""], ""Task 1 has these classes:"": [""on"", ""nine"", ""right"", ""sheila"", ""up""], ""Task 2 has these classes:"": [""on"", ""one"", ""tree"", ""dog"", ""six""]}"
"{'Name Experiment': 'Learning MAS with Dense Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155222c2b010>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15523da6a290>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.28870705, 'precision': 0.059666666666666666, 'recall': 0.2, 'f1_score': 0.09191270860077022, 'confusion_matrix': array([[  0,   0,  95,   0,   0],
       [  0,   0,  93,   0,   0],
       [  0,   0, 179,   0,   0],
       [  0,   0, 128,   0,   0],
       [  0,   0, 105,   0,   0]]), 'forgetting_measure': [0.30083832, 0.12097479, -0.13762379]}","{""Task 0 has these classes:"": [""on"", ""one"", ""tree"", ""dog"", ""six""], ""Task 1 has these classes:"": [""on"", ""nine"", ""right"", ""sheila"", ""up""], ""Task 2 has these classes:"": [""on"", ""one"", ""tree"", ""dog"", ""six""]}"
"{'Name Experiment': 'Learning Blanco with Dense Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15531699d490>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155316a1b550>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.2427104, 'precision': 0.15251313658093318, 'recall': 0.201234391512793, 'f1_score': 0.12516447780773463, 'confusion_matrix': array([[  9, 150,   5,   6,   0],
       [ 10, 234,   6,  12,   0],
       [ 13, 153,   4,  10,   0],
       [ 17, 107,   3,   5,   0],
       [ 10, 136,   4,   6,   0]]), 'forgetting_measure': [0.24785168, 0.27768463, -0.6827202]}","{""Task 0 has these classes:"": [""bird"", ""two"", ""down"", ""yes"", ""off""], ""Task 1 has these classes:"": [""bird"", ""three"", ""nine"", ""up"", ""sheila""], ""Task 2 has these classes:"": [""bird"", ""two"", ""down"", ""yes"", ""off""]}"
"{'Name Experiment': 'Learning Blanco with Dense Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15531699d490>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155316a1b550>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.25818667, 'precision': 0.292586315128688, 'recall': 0.212676740420939, 'f1_score': 0.11134453781512603, 'confusion_matrix': array([[ 13,  96,   0,   0,   0],
       [  9, 131,   0,   0,   0],
       [ 10, 101,   0,   0,   0],
       [ 12, 106,   0,   1,   0],
       [ 15, 106,   0,   0,   0]]), 'forgetting_measure': [0.28379023, 0.27066004, -0.3711027]}","{""Task 0 has these classes:"": [""bird"", ""two"", ""down"", ""yes"", ""off""], ""Task 1 has these classes:"": [""bird"", ""three"", ""nine"", ""up"", ""sheila""], ""Task 2 has these classes:"": [""bird"", ""two"", ""down"", ""yes"", ""off""]}"
